Customer Identity,First Policy´s Year,Customer Age,Educational Degree,Gross Monthly Salary,Geographic Living Area,Has Children (Y=1),Customer Monetary Value,Claims Rate,Premiums in LOB: Motor,Premiums in LOB: Household,Premiums in LOB: Health,Premiums in LOB:  Life,Premiums in LOB: Work Compensations
5028,1986,43,3 - BSc/MSc,4165,3,1,419.44,0.21,503.43,-20.55,60.79,2.89,17.89
5029,1979,74,3 - BSc/MSc,8418,1,0,335.97,0.45,315.95,92.25,200.37,1.00,46.23
5030,1995,23,2 - High School,2051,4,0,119.48,0.80,243.49,180.60,235.49,51.01,14.89
5031,1987,32,2 - High School,3380,1,1,33.01,0.91,207.04,137.25,134.36,124.58,66.57
5032,1978,70,3 - BSc/MSc,7955,4,0,325.62,0.49,350.62,108.90,180.48,18.56,27.56
5033,1977,42,1 - Basic,3768,1,1,41.82,0.88,274.05,-6.10,218.93,82.35,-1.11
5034,1998,22,2 - High School,2304,4,1,122.03,0.88,49.01,834.60,161.03,49.12,147.03
5035,1980,67,3 - BSc/MSc,6677,4,0,298.17,0.49,292.72,48.35,243.49,30.45,16.56
5036,1984,37,3 - BSc/MSc,4161,4,1,50.13,0.88,445.64,68.35,82.35,20.56,6.78
5037,1982,57,1 - Basic,5466,3,1,282.50,0.61,278.72,255.60,112.91,84.35,51.90
5038,1991,23,2 - High School,2146,1,1,127.25,0.78,141.47,88.90,373.96,10.78,63.01
5039,1993,61,3 - BSc/MSc,7528,1,1,-30.22,1.01,409.52,14.45,145.25,19.67,15.56
5040,1994,,2 - High School,3538,4,1,262.49,0.60,221.71,153.35,262.05,44.23,43.34
5041,1976,62,2 - High School,6169,1,0,380.30,0.39,405.30,98.35,121.80,,36.23
5042,1984,68,3 - BSc/MSc,7401,3,1,494.78,0.47,129.47,519.00,201.26,9.78,128.69
5043,1982,30,2 - High School,3882,2,1,3.56,0.97,236.60,393.40,154.25,107.91,28.56
5044,1984,23,3 - BSc/MSc,1846,2,1,207.82,0.62,271.05,23.90,230.82,42.23,38.23
5045,1978,57,3 - BSc/MSc,6844,2,1,-42.78,1.03,374.18,88.90,138.47,17.78,65.90
5046,1987,31,3 - BSc/MSc,2083,4,1,-66.34,1.05,264.05,260.60,211.15,48.01,6.67
5047,1976,26,3 - BSc/MSc,3185,4,1,345.52,0.45,279.83,117.25,198.26,26.56,48.90
5048,1995,44,3 - BSc/MSc,4226,2,1,-10.33,0.98,503.76,75.00,75.57,20.67,-6.00
5049,1982,72,2 - High School,7577,4,0,817.70,0.14,369.29,447.85,111.91,19.67,25.56
5050,1984,45,2 - High School,5846,4,1,527.77,0.06,557.77,0.00,29.34,-4.00,7.00
5051,1985,54,3 - BSc/MSc,5275,3,1,934.51,0.11,291.72,559.55,114.02,37.34,70.90
5052,1981,35,3 - BSc/MSc,4028,1,1,505.20,0.26,298.39,163.35,183.48,64.68,3.78
5053,1981,69,3 - BSc/MSc,7086,3,1,481.44,0.30,339.84,170.60,179.70,13.67,17.67
5054,1983,23,2 - High School,2612,2,1,172.70,0.76,48.90,280.60,364.07,74.68,57.12
5055,1993,33,3 - BSc/MSc,5570,4,1,505.88,0.15,495.87,38.90,81.46,4.00,3.89
5056,1993,19,2 - High School,2750,4,1,7.45,0.96,226.71,206.70,120.80,99.13,95.13
5057,1990,42,1 - Basic,5208,4,1,237.93,0.69,366.18,300.05,131.69,17.67,19.45
5058,1976,52,2 - High School,7073,1,1,255.72,0.66,283.72,276.15,243.60,3.00,25.45
5059,1994,40,3 - BSc/MSc,3101,4,1,-20.22,0.99,456.42,15.00,111.80,10.89,-6.11
5060,1993,77,3 - BSc/MSc,6700,3,0,390.86,0.31,431.75,24.45,103.02,21.67,18.67
5061,1990,72,3 - BSc/MSc,7127,2,0,98.70,0.82,304.28,131.70,205.15,-4.00,52.23
5062,1991,57,2 - High School,5189,1,1,-85.23,1.09,432.86,107.25,79.46,-3.00,51.23
5063,1976,60,2 - High School,8062,1,1,102.25,0.80,256.05,72.80,179.59,62.90,65.90
5064,1974,72,1 - Basic,6298,1,0,754.60,0.35,46.01,779.60,214.04,96.13,65.90
5065,1997,17,1 - Basic,1491,4,0,1008.74,0.13,35.45,732.35,151.14,126.69,139.25
5066,1983,39,3 - BSc/MSc,4156,1,1,304.84,0.52,336.73,99.45,206.15,6.89,35.45
5067,1975,24,2 - High School,3502,4,1,216.27,0.79,146.14,755.15,104.02,95.13,75.68
5068,1997,20,2 - High School,2326,4,0,611.80,0.35,113.80,543.45,230.60,39.23,59.68
5069,1996,45,2 - High School,6448,1,1,0.56,0.96,427.19,107.80,125.80,17.67,7.89
5070,1995,53,2 - High School,5569,4,1,444.20,0.28,441.75,82.80,97.24,10.89,16.56
5071,1992,32,2 - High School,2516,3,1,-25.00,1.00,136.47,347.85,232.60,59.79,67.57
5072,1979,56,4 - PhD,5780,4,1,32.46,0.91,457.64,68.35,112.80,2.00,12.89
5073,1994,34,3 - BSc/MSc,2785,1,1,256.61,0.60,281.61,172.25,172.70,56.01,30.23
5074,1992,68,3 - BSc/MSc,6926,4,1,252.05,0.66,393.63,245.60,116.91,31.45,19.78
5075,1996,37,1 - Basic,3310,4,1,338.63,0.55,156.25,274.50,135.58,150.14,89.13
5076,1991,35,3 - BSc/MSc,2340,4,1,183.15,0.74,272.05,240.60,213.04,8.89,63.90
5077,1992,29,2 - High School,2698,4,1,100.58,0.86,206.15,358.40,187.48,41.12,84.46
5078,1996,70,3 - BSc/MSc,7466,2,0,-81.01,1.09,394.74,73.35,129.69,,56.01
5079,1979,65,2 - High School,5973,4,0,4.45,0.97,186.59,398.40,231.60,29.45,79.68
5080,1988,44,3 - BSc/MSc,4594,1,1,-36.00,1.02,455.64,58.90,90.46,20.56,31.56
5081,1981,54,1 - Basic,5671,1,1,381.52,0.53,392.74,338.95,93.35,13.78,26.34
5082,1989,17,1 - Basic,2812,1,1,627.91,0.49,37.34,882.40,98.24,56.90,209.93
5083,1986,63,2 - High School,,4,1,421.97,0.00,398.74,0.00,,1.89,46.34
5084,1982,28,2 - High School,1218,1,1,301.51,0.54,261.16,166.70,199.26,83.35,-6.00
5085,1994,57,2 - High School,6659,3,0,2314.21,0.14,350.51,201.70,125.80,39.23,1988.70
5086,1996,57,3 - BSc/MSc,6156,4,1,334.96,0.58,348.51,320.05,103.13,51.90,40.45
5087,1992,46,3 - BSc/MSc,4541,4,1,468.43,0.24,398.52,68.35,145.36,5.89,32.45
5088,1977,69,3 - BSc/MSc,8809,1,0,157.37,0.73,151.03,127.25,341.51,19.67,31.34
5089,1980,52,2 - High School,6326,4,1,-1.44,0.97,421.19,261.15,95.13,5.78,23.56
5090,1980,27,2 - High School,3279,1,1,275.39,0.56,321.06,103.90,217.82,20.67,13.67
5091,1990,66,2 - High School,5802,4,1,206.50,0.61,213.15,18.35,301.50,36.34,30.23
5092,1976,67,2 - High School,7583,2,1,-27.00,1.00,335.73,226.70,171.92,-2.00,59.01
5093,1982,28,3 - BSc/MSc,2291,1,1,70.35,0.87,262.94,225.60,174.59,67.68,27.67
5094,1983,61,4 - PhD,6037,1,1,122.13,0.80,445.64,167.80,82.35,22.56,1.89
5095,1982,62,3 - BSc/MSc,6349,4,1,417.64,0.27,440.86,43.90,117.69,4.89,1.78
5096,1994,25,3 - BSc/MSc,2424,3,1,206.51,0.58,233.49,-30.55,270.05,8.78,67.90
5097,1977,30,4 - PhD,3898,1,1,472.54,0.22,496.54,65.00,72.57,3.00,-2.00
5098,1982,48,2 - High School,4136,4,1,481.00,0.23,433.75,112.25,96.24,21.67,-6.11
5099,1985,55,3 - BSc/MSc,5029,1,1,440.10,0.15,495.65,-30.55,68.57,,10.89
5100,1992,75,3 - BSc/MSc,8230,4,0,328.18,0.44,335.62,82.80,182.59,17.56,15.56
5101,1976,37,3 - BSc/MSc,2606,4,1,58.90,0.88,492.87,93.90,83.57,7.89,-2.11
5102,1988,48,3 - BSc/MSc,4531,1,1,-37.66,1.02,464.20,4.45,99.13,6.89,-8.00
5103,1988,37,2 - High School,3790,4,1,708.04,0.29,252.27,553.45,134.58,19.67,72.68
5104,1979,52,1 - Basic,5480,4,1,546.55,0.13,480.20,88.35,83.35,5.89,2.89
5105,1978,51,2 - High School,4643,4,1,-25.00,1.00,489.98,128.35,71.79,6.00,23.56
5106,1981,67,3 - BSc/MSc,7708,4,0,102.47,0.84,127.47,222.25,356.40,40.34,43.34
5107,1983,41,3 - BSc/MSc,3880,4,1,358.96,0.48,332.84,200.05,125.58,51.12,22.45
5108,1981,53,3 - BSc/MSc,5128,3,1,417.43,0.14,511.43,-65.00,71.68,-2.00,
5109,1995,30,3 - BSc/MSc,2488,2,1,373.53,0.25,410.30,-50.00,102.02,33.45,38.23
5110,1986,74,3 - BSc/MSc,8106,4,0,-12.33,0.98,278.94,117.80,243.60,12.67,37.23
5111,1977,21,1 - Basic,3254,2,1,133.14,0.86,32.45,654.00,128.58,158.14,150.03
5112,1988,22,1 - Basic,1663,1,1,28.79,0.94,137.25,485.10,245.38,11.78,65.57
5113,1980,27,4 - PhD,1984,1,1,497.54,0.30,318.95,196.70,228.82,-7.00,13.89
5114,1983,26,1 - Basic,1928,4,1,-89.68,1.10,168.03,29.45,311.17,64.68,45.12
5115,1981,64,3 - BSc/MSc,6876,4,0,-39.89,1.02,250.16,323.40,241.49,15.78,0.89
5116,1990,43,3 - BSc/MSc,4944,3,1,-24.11,1.00,467.42,59.45,125.80,5.00,0.89
5117,1982,64,1 - Basic,6059,4,0,-61.45,1.05,238.60,167.80,203.15,49.12,85.57
5118,1986,43,3 - BSc/MSc,5053,4,1,819.70,0.26,180.70,664.00,130.69,122.58,51.23
5119,1988,39,3 - BSc/MSc,1751,3,1,423.21,0.44,194.48,278.40,264.05,41.12,24.67
5120,1981,36,2 - High School,4333,3,1,389.62,0.50,201.37,281.15,219.93,74.68,58.79
5121,1991,42,2 - High School,4824,4,1,434.87,0.24,468.42,-0.55,112.02,18.78,8.00
5122,1988,18,2 - High School,2016,4,1,774.16,0.42,37.45,980.75,171.81,109.91,71.68
5123,1988,63,2 - High School,5826,4,1,216.49,0.71,331.84,280.05,120.80,51.12,39.23
5124,1977,34,2 - High School,2750,1,1,-202.12,1.34,237.60,-70.00,253.38,62.90,37.12
5125,1983,53,3 - BSc/MSc,6157,3,1,354.96,0.54,403.41,290.05,94.24,23.45,9.78
5126,1995,63,3 - BSc/MSc,7240,2,1,496.10,0.14,485.87,29.45,64.68,8.89,14.67
5127,1990,17,1 - Basic,3244,1,1,-139.80,1.10,31.23,657.90,165.81,114.80,124.58
5128,1987,44,1 - Basic,4372,3,0,2.34,0.97,205.04,251.15,243.49,33.45,60.79
5129,1996,73,1 - Basic,7526,1,0,466.21,0.90,4003.44,612.90,137.36,121.69,31.34
5130,1993,25,2 - High School,2469,4,0,111.47,0.87,110.91,590.10,119.91,136.47,125.69
5131,1994,35,3 - BSc/MSc,4465,3,1,32.92,0.89,206.15,-55.00,294.61,59.01,38.23
5132,1991,47,3 - BSc/MSc,5750,4,1,382.30,0.33,407.30,29.45,145.14,6.00,20.67
5133,1983,20,2 - High School,1802,4,1,41.68,0.96,120.69,1154.10,81.35,103.13,54.01
5134,1978,77,3 - BSc/MSc,7335,3,0,14.34,0.94,148.14,151.15,312.17,39.34,51.12
5135,1975,33,3 - BSc/MSc,4132,4,1,318.29,0.42,352.40,3.90,211.15,6.78,15.89
5136,1994,40,2 - High School,4364,1,1,667.46,0.20,201.15,338.95,169.70,83.46,68.90
5137,1979,19,1 - Basic,750,1,1,945.84,0.26,190.26,909.05,87.46,87.46,41.01
5138,1983,39,3 - BSc/MSc,3179,4,1,513.20,0.28,336.62,192.80,158.03,8.78,51.01
5139,1994,78,2 - High School,8404,4,0,126.25,0.78,171.81,107.80,289.72,20.56,87.35
5140,1988,31,3 - BSc/MSc,3629,1,1,7.67,0.96,280.83,182.80,272.94,12.89,19.78
5141,1989,23,2 - High School,2905,3,1,31.90,0.94,76.46,428.40,222.82,116.80,97.24
5142,1992,73,3 - BSc/MSc,7051,3,0,-47.56,1.03,282.72,344.50,214.93,6.00,16.56
5143,1992,46,3 - BSc/MSc,5450,3,0,-27.78,1.00,488.76,5.00,76.46,3.89,3.89
5144,1984,44,3 - BSc/MSc,4115,2,1,-43.00,1.03,534.10,104.45,56.01,-6.00,12.00
5145,1983,35,4 - PhD,4691,4,0,96.01,0.83,475.98,123.90,92.35,5.00,2.89
5146,1982,70,1 - Basic,7157,1,0,-209.58,1.32,79.35,3.90,171.92,128.47,188.48
5147,1991,17,1 - Basic,1685,4,1,-247.04,1.25,104.13,343.95,204.04,91.35,130.69
5148,1990,62,2 - High School,6154,4,1,473.67,0.22,390.63,106.70,118.80,34.34,-11.00
5149,1976,18,1 - Basic,3487,4,1,-136.02,1.13,65.68,280.05,164.03,176.70,139.58
5150,1977,26,3 - BSc/MSc,1000,4,1,-132.68,1.16,197.26,87.80,147.36,195.48,31.34
5151,1991,26,3 - BSc/MSc,3409,1,1,303.40,0.51,331.73,98.90,220.93,18.67,-1.11
5152,1985,76,3 - BSc/MSc,7886,4,0,233.16,0.59,283.83,43.35,270.05,3.89,29.56
5153,1986,68,3 - BSc/MSc,5544,4,0,358.96,0.44,369.29,88.90,171.81,14.67,45.34
5154,1977,32,3 - BSc/MSc,3213,4,1,535.10,0.24,353.29,172.25,129.47,45.23,34.56
5155,1993,74,3 - BSc/MSc,7602,2,0,16.34,0.92,246.49,197.25,,41.34,28.67
5156,1979,55,2 - High School,6331,1,1,460.87,0.36,272.94,191.15,178.81,97.24,21.78
5157,1980,39,1 - Basic,4587,4,1,270.05,0.65,190.59,295.05,242.38,68.79,39.23
5158,1997,60,3 - BSc/MSc,6433,4,1,267.17,0.53,315.95,40.00,220.93,32.45,8.67
5159,,60,3 - BSc/MSc,,1,1,52.57,0.91,231.60,381.75,195.48,20.56,57.01
5160,1989,35,3 - BSc/MSc,4597,4,1,415.52,0.35,325.84,108.90,229.82,5.78,3.78
5161,1995,29,3 - BSc/MSc,4253,1,1,72.34,0.86,468.31,99.45,116.91,0.89,-3.00
5162,1993,75,3 - BSc/MSc,9357,4,0,6.45,0.95,301.28,4.45,221.93,31.45,32.34
5163,1978,58,3 - BSc/MSc,7095,2,0,326.51,0.43,243.60,42.80,189.48,107.91,33.56
5164,1990,22,3 - BSc/MSc,2150,4,1,302.62,0.53,370.96,113.90,150.14,14.67,43.34
5165,1982,69,2 - High School,7623,1,0,14.23,0.95,262.05,222.25,220.93,39.23,39.45
5166,1986,71,2 - High School,8579,1,0,206.71,0.72,288.72,299.50,121.58,67.79,56.01
5167,1997,64,3 - BSc/MSc,6013,1,1,-8.44,0.98,428.19,128.35,130.58,9.89,6.67
5168,1983,47,3 - BSc/MSc,4467,2,1,311.95,0.66,290.72,491.75,140.25,23.45,46.23
5169,1986,46,2 - High School,5522,4,1,505.20,0.29,391.85,167.80,155.03,13.78,15.67
5170,1990,18,2 - High School,1846,4,1,133.37,0.77,55.12,112.25,212.15,46.12,264.27
5171,1988,29,3 - BSc/MSc,4148,1,1,98.58,0.82,249.16,117.80,266.16,44.23,5.78
5172,1976,51,3 - BSc/MSc,4761,1,1,139.14,0.77,363.29,152.25,137.47,11.89,57.01
5173,1987,72,2 - High School,7304,4,0,339.95,0.60,193.48,398.40,276.83,21.67,33.45
5174,1990,69,1 - Basic,6097,2,0,569.90,0.39,72.79,490.10,303.39,-2.00,108.80
5175,1982,56,2 - High School,4889,4,1,660.90,0.19,384.85,329.50,53.90,23.45,51.90
5176,1987,75,2 - High School,7861,4,0,191.93,0.74,276.94,265.60,195.48,60.01,34.45
5177,1974,48,3 - BSc/MSc,4607,1,1,40.57,0.89,484.76,68.90,64.79,-1.11,5.78
5178,1994,54,3 - BSc/MSc,5177,3,1,-31.00,1.01,562.44,4.45,15.67,,6.00
5179,1991,57,1 - Basic,6670,1,1,115.81,0.77,314.06,48.35,168.70,35.34,57.12
5180,1979,56,3 - BSc/MSc,5366,1,1,-143.33,1.23,503.54,-70.00,67.79,10.89,10.78
5181,1980,43,4 - PhD,4669,4,1,401.08,0.32,439.86,24.45,148.36,8.89,4.89
5182,1982,41,3 - BSc/MSc,4548,3,1,-90.89,1.13,458.42,-60.00,109.80,12.89,5.89
5183,1974,23,1 - Basic,1436,1,0,261.38,0.65,43.23,300.05,195.26,172.70,115.80
5184,1985,31,2 - High School,1652,4,1,-63.34,1.05,100.24,156.70,398.41,38.34,6.67
5185,1975,74,3 - BSc/MSc,8725,4,0,38.12,0.92,239.49,261.15,265.16,18.78,44.34
5186,1994,54,3 - BSc/MSc,5097,1,1,440.64,0.30,409.41,73.90,130.69,30.45,17.67
5187,1993,63,3 - BSc/MSc,6569,1,1,422.98,0.54,230.60,500.10,182.70,52.12,15.56
5188,1980,55,3 - BSc/MSc,4990,1,1,-142.00,1.22,524.21,-55.00,53.01,7.00,14.78
5189,1981,25,3 - BSc/MSc,2099,4,1,-25.00,1.00,425.19,28.35,89.24,32.45,23.45
5190,1989,62,3 - BSc/MSc,6148,2,1,-33.78,1.01,366.96,104.45,155.25,19.56,28.34
5191,,,3 - BSc/MSc,5543,1,0,-25.00,1.00,326.84,216.15,164.03,45.23,13.67
5192,1981,51,1 - Basic,6073,4,1,192.40,0.58,272.72,-30.55,199.15,36.23,42.01
5193,1987,63,3 - BSc/MSc,6054,4,1,-19.11,0.99,289.61,310.05,155.25,58.01,52.12
5194,1985,50,3 - BSc/MSc,5385,1,1,445.75,0.39,251.38,201.70,252.27,22.67,40.34
5195,1979,60,3 - BSc/MSc,6669,2,1,257.83,0.63,211.04,206.70,281.83,-5.00,76.79
5196,1976,58,2 - High School,4264,1,0,305.84,0.49,330.84,77.80,130.47,71.68,35.56
5197,1983,26,3 - BSc/MSc,3521,4,1,598.77,0.20,420.30,212.25,136.47,5.89,2.89
5198,1983,73,3 - BSc/MSc,7484,3,1,-25.00,1.00,474.09,18.90,80.35,5.89,5.89
5199,1986,63,4 - PhD,6333,3,1,469.10,0.15,542.99,-20.00,44.12,8.89,4.00
5200,1993,17,1 - Basic,919,3,1,670.70,0.38,34.34,695.70,89.35,118.91,191.37
5201,1974,71,2 - High School,7655,4,0,144.59,0.80,187.37,317.85,289.61,17.78,22.67
5202,1979,27,2 - High School,2390,4,1,291.39,0.60,367.18,280.60,101.02,21.56,29.23
5203,1978,33,3 - BSc/MSc,2761,4,1,143.58,0.76,104.13,147.80,301.50,76.46,83.35
5204,1981,19,2 - High School,1726,4,1,354.74,0.54,43.12,315.05,139.25,214.93,121.69
5205,1980,28,2 - High School,2956,4,1,88.69,0.85,113.69,205.60,251.27,65.90,110.02
5206,1994,23,3 - BSc/MSc,3161,1,1,373.08,0.48,178.70,245.05,236.60,66.68,41.01
5207,1987,69,3 - BSc/MSc,7741,2,0,-10.11,0.98,244.27,423.40,162.92,55.01,40.12
5208,1992,54,3 - BSc/MSc,4758,2,1,492.54,0.24,512.54,75.00,81.57,5.00,9.00
5209,1987,54,2 - High School,3683,2,1,304.96,0.50,227.71,102.25,208.26,67.68,49.90
5210,1977,48,2 - High School,5295,4,1,449.87,0.25,461.20,73.90,80.35,10.78,2.89
5211,1975,51,2 - High School,5791,4,1,501.32,0.19,512.54,57.80,49.23,13.78,16.89
5212,1981,73,2 - High School,8269,3,0,130.14,0.99,8744.61,101.70,1767.00,155.14,130.58
5213,1985,35,2 - High School,3473,1,1,6.56,0.95,347.62,116.70,196.48,24.67,6.89
5214,1975,75,3 - BSc/MSc,8202,2,1,345.96,0.49,354.40,143.35,190.59,16.56,26.67
5215,1996,65,2 - High School,7066,3,1,267.39,0.68,171.92,431.75,88.24,139.36,89.13
5216,1988,22,1 - Basic,2554,1,0,366.62,0.48,49.01,192.25,267.16,46.12,199.37
5217,1978,44,3 - BSc/MSc,4928,1,1,659.01,0.19,427.19,270.60,86.46,35.45,21.67
5218,1990,68,3 - BSc/MSc,6224,1,0,336.39,0.59,261.16,325.05,196.37,36.34,54.12
5219,1992,28,3 - BSc/MSc,2068,4,1,151.81,0.76,120.80,167.25,383.74,12.78,43.23
5220,1977,51,2 - High School,5852,4,1,-43.89,1.03,495.87,58.90,68.79,17.78,-1.11
5221,1983,19,2 - High School,1319,1,1,306.95,0.65,68.68,446.20,167.81,140.47,122.80
5222,1983,17,1 - Basic,748,4,1,665.35,0.41,52.12,741.25,196.26,40.12,143.14
5223,1993,66,3 - BSc/MSc,6896,4,0,63.35,0.87,269.83,88.35,197.37,17.78,89.35
5224,1975,25,1 - Basic,2736,4,1,979.97,0.12,174.59,706.80,132.47,41.23,82.35
5225,1988,61,3 - BSc/MSc,7408,2,1,173.69,0.73,371.96,163.35,157.03,7.00,42.34
5226,1979,30,2 - High School,2809,3,1,40.90,0.91,240.49,138.35,210.04,52.01,65.90
5227,1976,61,2 - High School,5765,2,1,497.65,0.42,139.25,383.40,265.94,75.57,29.56
5228,1989,73,3 - BSc/MSc,7461,4,0,76.14,0.84,308.06,62.80,176.59,38.34,31.45
5229,1997,29,3 - BSc/MSc,2449,1,1,721.47,0.29,228.82,579.55,199.37,-7.00,47.90
5230,1976,19,2 - High School,1999,1,1,173.15,0.78,109.02,348.40,187.59,150.25,90.46
5231,1989,62,2 - High School,7065,3,1,-40.56,1.02,367.07,118.35,143.47,42.34,15.56
5232,1986,47,3 - BSc/MSc,5334,3,1,471.54,0.19,501.54,34.45,67.68,-5.00,15.89
5233,1992,62,1 - Basic,6180,3,1,78.35,0.91,214.15,639.00,147.25,7.78,103.02
5234,1979,40,3 - BSc/MSc,3507,1,1,-29.22,1.01,492.76,79.45,75.46,,-2.11
5235,1981,60,2 - High School,7304,4,1,119.58,0.80,474.09,167.25,56.01,22.67,8.78
5236,1985,55,1 - Basic,6266,4,0,-29.00,1.01,502.65,24.45,64.68,4.89,4.00
5237,1993,57,3 - BSc/MSc,5987,4,1,-92.22,1.12,545.99,-30.00,40.12,5.00,-6.11
5238,1984,23,4 - PhD,2748,4,1,-37.89,1.02,509.65,70.00,72.57,12.89,2.89
5239,1994,51,3 - BSc/MSc,4793,3,1,32.00,0.91,520.10,65.00,51.01,4.00,8.00
5240,1992,41,3 - BSc/MSc,3716,3,1,279.61,0.54,179.59,102.25,229.60,10.67,135.69
5241,1996,57,3 - BSc/MSc,6653,3,1,682.58,0.20,287.72,362.85,175.70,41.23,15.78
5242,1982,34,2 - High School,4415,4,1,-48.56,1.03,176.59,121.70,307.39,45.12,23.56
5243,1976,27,3 - BSc/MSc,3032,4,1,412.19,0.31,371.07,44.45,172.92,21.67,26.45
5244,1990,45,1 - Basic,3195,1,1,211.49,0.75,236.49,456.20,169.70,58.79,13.78
5245,1982,55,3 - BSc/MSc,6168,1,0,34.46,0.90,314.95,53.90,174.59,59.90,-0.22
5246,1985,33,1 - Basic,3890,1,1,-53.78,1.05,258.16,28.90,226.82,35.23,64.01
5247,1989,73,2 - High School,8037,4,0,510.76,0.43,186.48,427.85,242.38,46.01,32.56
5248,1991,32,3 - BSc/MSc,4048,3,1,8.12,0.95,249.49,73.35,265.05,40.23,16.56
5249,1985,24,3 - BSc/MSc,2334,3,1,418.98,0.50,115.91,377.30,292.61,66.68,27.45
5250,1992,71,4 - PhD,7027,1,0,21.34,0.94,148.36,258.95,318.06,32.45,46.34
5251,1989,50,3 - BSc/MSc,5076,4,1,-27.22,1.00,502.76,54.45,75.46,-1.11,8.00
5252,1976,80,3 - BSc/MSc,8410,3,1,-96.45,1.12,442.64,-20.00,113.91,6.00,31.45
5253,1975,59,3 - BSc/MSc,6151,4,0,421.31,0.27,432.75,24.45,124.80,19.67,10.89
5254,1987,26,3 - BSc/MSc,3644,1,1,35.26,0.89,131.36,-35.55,253.27,134.58,64.90
5255,1978,75,3 - BSc/MSc,8287,1,0,357.18,0.46,382.96,123.90,157.14,40.34,0.78
5256,1986,39,3 - BSc/MSc,4053,3,1,-10.22,0.97,473.09,3.90,89.35,3.89,10.89
5257,1992,60,2 - High School,7459,2,1,201.38,0.72,291.61,245.05,142.47,53.12,71.79
5258,1976,19,1 - Basic,1163,4,1,-56.89,1.05,79.57,87.80,264.05,101.24,119.69
5259,1991,39,3 - BSc/MSc,2686,3,1,590.46,0.18,402.52,210.05,122.58,12.89,2.89
5260,1996,21,2 - High School,2729,2,1,595.66,0.44,61.79,649.00,246.49,93.13,64.79
5261,1985,68,2 - High School,8645,1,1,706.25,0.22,198.37,421.75,196.37,2.89,114.02
5262,1989,66,1 - Basic,7761,1,0,644.80,0.35,202.15,583.45,135.47,110.80,5.00
5263,1981,68,3 - BSc/MSc,8028,1,0,64.68,0.86,336.84,69.45,221.82,20.67,-0.22
5264,1994,67,2 - High School,6665,3,0,140.81,0.83,165.81,480.65,163.81,48.23,100.02
5265,1978,24,3 - BSc/MSc,2295,1,1,-47.56,1.03,58.90,254.50,247.27,81.46,139.47
5266,1988,26,3 - BSc/MSc,1748,1,1,795.50,0.18,186.48,529.00,91.24,105.02,91.46
5267,1990,27,2 - High School,3883,4,1,743.03,0.30,90.13,658.45,303.28,27.45,19.45
5268,1984,58,3 - BSc/MSc,6037,4,1,199.83,0.69,332.95,156.15,158.14,11.89,56.79
5269,1990,56,3 - BSc/MSc,5851,3,0,44.45,0.90,451.64,69.45,125.80,16.78,22.78
5270,1993,60,3 - BSc/MSc,5917,4,1,-45.10,1.03,421.97,13.35,109.91,13.67,19.78
5271,1991,66,3 - BSc/MSc,6210,1,0,-173.14,1.15,148.14,535.65,183.59,102.13,46.01
5272,1992,65,1 - Basic,5547,4,1,394.20,0.41,289.61,175.60,155.03,46.12,46.01
5273,1988,74,3 - BSc/MSc,6356,4,0,458.66,0.30,398.74,121.70,154.14,18.78,-6.00
5274,1983,42,2 - High School,3914,2,1,655.45,0.14,396.52,231.70,111.91,10.89,41.34
5275,1988,73,3 - BSc/MSc,6691,4,0,321.53,0.36,444.64,-50.00,131.47,1.89,12.00
5276,1987,31,2 - High School,2913,1,1,-27.88,1.00,226.93,87.25,152.03,89.46,90.13
5277,1998,20,2 - High School,1769,1,0,-135.02,1.11,139.36,530.10,172.81,66.79,110.02
5278,1988,35,3 - BSc/MSc,4306,4,1,110.03,0.80,419.30,117.25,125.80,8.78,17.78
5279,1992,74,2 - High School,6639,3,0,-17.33,0.99,130.58,487.30,289.72,68.68,7.67
5280,1976,63,3 - BSc/MSc,7380,4,0,14.68,0.93,348.40,23.90,186.37,24.56,15.78
5281,1979,75,3 - BSc/MSc,6157,2,0,199.37,0.71,318.17,231.15,213.15,6.78,15.67
5282,1992,50,2 - High School,5428,1,1,-23.66,1.00,505.54,14.45,56.79,4.89,-4.11
5283,1987,25,3 - BSc/MSc,2894,1,1,-100.68,1.11,322.06,106.70,159.92,34.34,41.34
5284,1988,30,3 - BSc/MSc,2878,3,0,134.25,0.80,147.36,250.60,104.91,152.25,140.36
5285,1982,22,2 - High School,2096,3,0,724.82,0.34,39.12,710.70,107.91,113.02,166.81
5286,1991,60,3 - BSc/MSc,4750,2,1,-41.67,1.02,430.08,99.45,118.69,16.67,11.67
5287,1992,50,4 - PhD,4898,4,1,479.55,0.19,455.42,72.80,81.35,18.67,-5.00
5288,1981,39,3 - BSc/MSc,4441,1,1,446.53,0.22,475.09,15.00,93.35,15.78,2.78
5289,1991,73,2 - High School,8799,4,0,210.49,0.66,199.26,160.60,255.16,44.23,36.23
5290,1985,48,3 - BSc/MSc,5718,3,1,573.99,0.08,533.10,65.00,47.01,0.89,3.00
5291,1988,44,1 - Basic,2519,4,1,92.81,0.82,257.16,87.25,199.37,30.56,87.46
5292,1984,67,3 - BSc/MSc,6351,3,0,-64.00,1.07,430.97,-35.00,133.47,-2.00,10.67
5293,1983,70,3 - BSc/MSc,6890,1,0,-23.89,1.00,406.30,23.35,137.36,4.78,5.89
