cod_cust_id,dt_fpy,atr_cust_age,dsc_edu_deg,amt_gms,atr_gla,flg_children,amt_cmv,rt_cr,amt_plob_motor,amt_plob_household,amt_plob_health,amt_plob_life,amt_plob_wcomp,Set,amt_premium_total,outlier_candidate,atr_edu_deg,atr_fpy_to_date,rt_plob_life,rt_plob_household,rt_plob_motor,rt_plob_health,rt_plob_wcomp,amt_gys,amt_claims_total,rt_premiums_year,rt_claims_year,atr_credit_score_proxy
6073,1975,57,3 - BSc/MSc,6409.0,4,1,-11.22,0.983252512730764,385.74,266.15,113.91,13.78,43.23,train,822.81,,3.0,24,0.01674748726923591,0.3234647123880361,0.4688081087978999,0.13844022313778395,0.052539468407044154,76908.0,809.0299999999999,0.010698626930878452,0.010519451812555258,0
6074,1984,48,2 - High School,5800.0,4,1,447.09,0.266439803592517,488.76,69.45,59.79,8.89,16.67,train,643.56,,2.0,15,0.013813785816396298,0.10791534588849526,0.7594629871340668,0.09290509043445833,0.025902790726583386,69600.0,171.47000000000023,0.00924655172413793,0.0024636494252873596,0
6075,1989,35,1 - Basic,3639.0,1,1,477.32,0.314631883425203,277.83,201.15,230.6,6.78,16.56,train,732.92,,1.0,10,0.009250668558642145,0.2744501446269716,0.3790727500955084,0.3146318834252033,0.022594553293674616,43668.0,230.59999999999977,0.016783914994961985,0.005280754786113396,0
6076,1982,37,3 - BSc/MSc,2563.0,2,1,180.4,0.629322168483361,253.27,-11.1,282.72,27.45,1.78,train,554.12,,3.0,17,0.04953800620804158,-0.02003176207319714,0.457067061286364,0.5102143939940808,0.003212300584710893,30756.0,348.71999999999997,0.01801664715827806,0.011338275458447131,0
6077,1981,52,3 - BSc/MSc,5595.0,2,1,285.06,0.486383514444739,319.95,43.35,128.47,60.9,51.01,train,603.68,,3.0,18,0.10088126159554732,0.07180956798303738,0.5299993373972967,0.21281142327060695,0.08449840975351179,67140.0,293.62,0.008991361334524873,0.004373249925528746,0
6078,1988,32,2 - High School,4488.0,3,1,18.7899999999999,0.931364712151847,447.75,38.9,130.69,4.89,15.78,train,638.01,,2.0,11,0.007664456669958151,0.0609708311781947,0.7017915079700945,0.20484004952900425,0.02473315465274839,53856.0,594.2199999999999,0.011846590909090909,0.011033496732026141,0
6079,1981,27,3 - BSc/MSc,3392.0,3,1,236.48,0.634355073274416,201.37,123.9,290.5,17.78,81.57,train,715.1199999999999,,3.0,18,0.024862960062646836,0.173257635082224,0.28158910392661374,0.40622552858261557,0.1140647723459,40704.0,453.64000000000027,0.017568789308176097,0.011144850628930824,0
6080,1982,43,3 - BSc/MSc,5558.0,4,1,494.77,0.136594684385382,555.77,15.0,43.23,-5.0,-7.0,train,602.0,,3.0,17,-0.008305647840531562,0.024916943521594685,0.9232059800664452,0.07181063122923588,-0.011627906976744186,66696.0,82.22999999999996,0.009026028547439127,0.0012329075206908954,0
6081,1983,59,3 - BSc/MSc,6852.0,4,1,349.54,0.275551257253385,472.09,-60.0,82.46,15.67,6.78,train,517.0,,3.0,16,0.030309477756286268,-0.11605415860735009,0.9131334622823984,0.1594970986460348,0.013114119922630561,82224.0,142.46000000000004,0.006287701887526756,0.0017325841603424794,0
6082,1987,68,3 - BSc/MSc,7476.0,2,0,-165.46,1.22251441606996,253.38,57.8,124.8,196.26,-1.0,test,631.24,amt_plob_life,3.0,12,0.3109118560294024,0.09156580698308091,0.4014004182244471,0.19770610227488752,-0.001584183511818009,89712.0,771.7000000000015,0.007036293918316391,0.008601970750847173,0
6083,1981,42,2 - High School,4761.0,4,1,351.86,0.367228033648438,313.95,43.35,195.26,23.45,19.56,train,595.5699999999999,,2.0,18,0.03937404503248989,0.07278741373809965,0.5271420655842303,0.3278539886159478,0.0328424870292325,57132.0,218.71000000000018,0.010424455646572848,0.003828152348946303,0
6084,1993,52,2 - High School,5324.0,2,1,-47.8700000000001,1.03949095178892,468.09,-1.1,80.57,10.89,20.67,train,579.12,,2.0,6,0.01880439287194364,-0.0018994336234286506,0.8082780770824699,0.13912487912695123,0.03569208454206382,63888.0,601.9899999999993,0.009064613072877536,0.009422583270723756,0
6085,1980,47,2 - High School,5190.0,4,1,78.24,0.849653404788256,408.52,98.35,160.14,4.89,14.78,train,686.68,,2.0,19,0.007121220947166075,0.14322537426457738,0.5949204869808353,0.23320906390167181,0.021523853905749405,62280.0,583.4399999999996,0.011025690430314707,0.009368015414258182,0
6086,1976,38,3 - BSc/MSc,3498.0,1,1,485.99,0.189637946619725,442.64,68.35,103.02,12.67,3.89,train,630.5699999999999,,3.0,23,0.020092931791870848,0.10839399273673027,0.7019680606435448,0.16337599314905563,0.006169021678798548,41976.0,119.57999999999998,0.015022155517438535,0.0028487707261292163,0
6087,1976,19,1 - Basic,2403.0,2,1,54.23,0.913383330418051,20.56,398.4,156.03,329.73,10.0,test,914.72,amt_plob_life,1.0,23,0.36047096379219873,0.4355431170194157,0.022476823508833302,0.1705767885254504,0.010932307154101801,28836.0,835.4899999999997,0.03172145928700236,0.02897385212928283,0
6088,1989,27,2 - High School,2824.0,3,1,900.72,0.187080684253047,27.56,673.45,126.58,267.94,43.23,train,1138.76,amt_plob_life,2.0,10,0.23529101830060767,0.5913888791316871,0.024201763321507603,0.11115599423934806,0.03796234500684955,33888.0,213.0399999999998,0.03360363550519358,0.0062865911237015995,1
6089,1984,57,2 - High School,6923.0,1,0,357.52,0.642571481965988,251.16,609.0,78.68,64.68,66.68,test,1070.2,,2.0,15,0.06043730143898337,0.5690525135488693,0.23468510558774058,0.0735189684171183,0.06230611100728836,83076.0,687.6800000000004,0.012882180172372287,0.008277721604314127,1
6090,1982,66,2 - High School,6258.0,1,0,696.57,0.217996792092943,259.05,408.4,171.92,54.12,29.23,train,922.72,,2.0,17,0.05865267903589388,0.4426044737298422,0.28074605514132134,0.18631870990116176,0.031678082191780824,75096.0,201.15000000000038,0.012287205710024502,0.0026785714285714334,0
6091,1982,64,2 - High School,5883.0,4,0,707.91,0.143396446937821,332.95,319.5,122.69,63.9,16.56,train,855.5999999999999,,2.0,17,0.07468443197755961,0.3734221598877981,0.3891421224871435,0.14339644693782141,0.01935483870967742,70596.0,122.68999999999963,0.012119666836647967,0.001737917162445459,0
6092,1980,41,3 - BSc/MSc,4131.0,1,1,407.86,0.316662720025259,417.3,29.45,170.92,1.89,13.89,test,633.4499999999999,,3.0,19,0.002983660904570211,0.04649143578814429,0.6587733838503435,0.269823979793196,0.021927539663746155,49572.0,200.59000000000032,0.01277838295812152,0.004046437505043176,0
6093,1990,61,3 - BSc/MSc,5043.0,4,1,-25.0,1.0,251.38,78.35,147.36,142.36,41.23,train,660.6800000000001,,3.0,9,0.21547496518738268,0.11858993764000725,0.3804867712054247,0.22304292547072713,0.06240540049645819,60516.0,660.6800000000001,0.010917443320774671,0.010917443320774671,0
6094,1975,33,2 - High School,3235.0,3,1,-79.1200000000001,1.04077634790995,99.13,904.05,185.59,84.35,54.12,train,1327.2399999999998,amt_plob_household,2.0,24,0.06355293692173232,0.6811503571320937,0.07468882794370273,0.13983153009252286,0.04077634790994847,38820.0,1381.360000000002,0.03418959299330242,0.03558371973209691,-1
6095,1997,70,4 - PhD,6804.0,4,0,13.12,0.937927440891031,183.48,63.9,258.05,70.57,38.12,train,614.12,,4.0,2,0.11491239497166676,0.10405132547384875,0.2987689702338305,0.420194750211685,0.062072559108968924,81648.0,576.0,0.007521555947481873,0.007054673721340388,0
6096,1991,69,3 - BSc/MSc,6018.0,4,0,-44.5600000000002,1.02536142625608,345.73,176.7,183.7,42.34,22.78,test,771.25,,3.0,8,0.05489789303079417,0.22910858995137762,0.4482722852512156,0.23818476499189625,0.02953646677471637,72216.0,790.8100000000017,0.0106797662567852,0.010950620361138828,0
6097,1988,30,1 - Basic,3456.0,1,1,-32.5600000000001,1.00765895368157,106.13,505.1,309.17,29.56,37.12,train,987.08,,1.0,11,0.029946914130566923,0.5117113101268388,0.1075191473842039,0.31321676054625763,0.03760586781213275,41472.0,994.6400000000043,0.023801118827160496,0.023983410493827264,0
6098,1992,49,3 - BSc/MSc,7083.0,4,1,11.5599999999999,0.940906445981768,461.2,43.35,77.57,17.78,18.78,test,618.6800000000001,,3.0,7,0.02873860477144889,0.07006853300575418,0.7454580720243097,0.1253798409517036,0.030354949246783475,84996.0,582.1200000000002,0.007278930773212858,0.006848792884371032,0
6099,1986,41,3 - BSc/MSc,4982.0,1,1,180.8,0.722357131293508,256.05,192.8,181.59,61.9,48.9,train,741.24,,3.0,13,0.08350871512600506,0.2601046894393179,0.3454346770276834,0.24498138254816254,0.06597053585883114,59784.0,535.4399999999998,0.012398635086310719,0.008956242472902446,0
6100,1987,64,3 - BSc/MSc,7097.0,4,0,-52.8700000000002,1.04932656059185,457.53,-6.1,90.24,15.67,7.67,test,565.0099999999999,,3.0,12,0.027734022406683073,-0.010796269092582434,0.8097732783490559,0.15971398736305556,0.013574980973788077,85164.0,592.880000000001,0.0066343760274294285,0.006961626978535544,0
6101,1988,35,3 - BSc/MSc,3871.0,1,1,323.4,0.467644587057835,267.94,74.45,220.04,80.46,11.56,train,654.4499999999999,,3.0,11,0.12294292917717167,0.11375964550385821,0.40941248376499356,0.3362212544885018,0.017663687065474828,46452.0,306.05000000000007,0.014088736760526995,0.006588521484543186,0
6102,1977,38,3 - BSc/MSc,3494.0,4,1,3.57000000000005,0.953232935013914,407.52,43.35,145.25,10.202000000000002,14.78,test,627.6719999999999,,3.0,22,0.01625371212990225,0.06906473444729096,0.6492562994685123,0.23141067309040395,0.023547330452847987,41928.0,598.3176227860533,0.014970234688036632,0.014270120749524265,0
6103,1980,31,3 - BSc/MSc,3146.0,1,1,-25.0,1.0,144.47,720.15,214.93,10.78,65.79,train,1156.12,,3.0,19,0.009324291596028095,0.622902466871951,0.12496107670484034,0.1859063073037401,0.05690585752344048,37752.0,1156.12,0.030624072896800168,0.030624072896800168,-1
6104,1987,59,2 - High School,6387.0,2,1,153.7,0.786988032231917,218.93,271.15,176.81,65.9,106.13,test,838.92,,2.0,12,0.07855337815286322,0.3232131788489963,0.2609664807132981,0.21075907118676396,0.12650789109807847,76644.0,660.2199999999998,0.010945670894003444,0.008614111998329938,0
6105,1995,40,3 - BSc/MSc,3459.0,3,1,-51.89,1.04522672228202,518.21,19.45,50.01,-5.0,11.89,train,594.5600000000001,,3.0,4,-0.008409580193756728,0.03271326695371367,0.8715857104413347,0.08411262109795478,0.0199979817007535,41508.0,621.4499999999979,0.01432398573768912,0.014971812662619204,0
6106,1988,73,3 - BSc/MSc,7583.0,2,0,295.84,0.46940530528544,339.62,33.35,212.93,28.315999999999995,18.78,train,605.9580000000001,,3.0,11,0.046729311272398405,0.05503681773324223,0.5604678872133051,0.3513939910026767,0.030992246987414967,90996.0,284.4398999801547,0.006659171831728868,0.003125850586620892,0
6107,1990,28,2 - High School,2183.0,2,1,54.9,0.88474410016733,194.26,127.8,275.94,71.57,23.67,train,693.2399999999999,,2.0,9,0.10323985921181698,0.18435173965726157,0.2802204142865386,0.39804396745715775,0.03414401938722521,26196.0,613.3399999999997,0.026463582226294087,0.023413498244006705,0
6108,1978,25,2 - High School,3143.0,4,1,196.71,0.770448521494243,187.59,457.3,155.03,65.9,100.02,train,965.84,,2.0,21,0.06823076285927276,0.47347386730721447,0.19422471630911953,0.1605131284684834,0.10355752505590987,37716.0,744.1299999999998,0.025608229928942624,0.019729822886838472,0
6109,1989,42,3 - BSc/MSc,4377.0,4,1,855.84,0.243628494882187,155.14,725.7,187.48,92.35,3.89,train,1164.5600000000002,,3.0,10,0.07930033660781753,0.623153809163976,0.13321769595383662,0.16098784090128457,0.0033403173730851133,52524.0,283.71999999999974,0.02217195948518773,0.005401721117965116,1
6110,1983,48,3 - BSc/MSc,6250.0,2,1,-10.4300000000001,0.974753950651511,462.42,3.9,86.35,6.89,17.56,test,577.12,,3.0,16,0.011938591627391183,0.00675769337399501,0.801254505128916,0.14962226226781258,0.03042694760188522,75000.0,562.5500000000001,0.007694933333333333,0.007500666666666668,0
6111,1984,71,1 - Basic,7156.0,3,0,750.02,0.309029635177062,125.8,629.55,238.6,54.01,73.68,test,1121.64,,1.0,15,0.04815270496772582,0.5612763453514495,0.11215719838807459,0.21272422524161047,0.0656895260511394,85872.0,346.61999999999983,0.013061766349916156,0.004036472889882614,1
6112,1992,49,3 - BSc/MSc,5113.0,3,1,426.99,0.164698490140637,541.99,-45.0,39.12,2.0,3.0,train,541.11,,3.0,7,0.00369610615216869,-0.08316238842379553,1.0016262867069543,0.07229583633641957,0.005544159228253035,61356.0,89.12000000000009,0.00881918638763935,0.0014525066823130597,0
6113,1981,57,2 - High School,5316.0,4,1,-35.01,1.01630293159609,397.63,35.0,136.36,23.45,21.56,test,614.0,,2.0,18,0.03819218241042345,0.057003257328990226,0.6476058631921824,0.22208469055374594,0.03511400651465798,63792.0,624.0099999999993,0.009625031351893654,0.009781947579633798,0
6114,1977,69,4 - PhD,7843.0,4,0,-21.9900000000001,0.994802458903164,335.62,3.9,201.15,18.78,19.67,train,579.12,,4.0,22,0.0324285122254455,0.006734355573974306,0.5795344660864761,0.34733733941152095,0.03396532670258323,94116.0,576.1100000000004,0.0061532576820094356,0.00612127587232777,0
6115,1983,67,3 - BSc/MSc,7970.0,2,0,360.29,0.596538074893189,266.83,486.2,101.02,17.67,83.24,train,954.96,,3.0,16,0.018503392812264388,0.509131272514032,0.27941484460082094,0.10578453547792577,0.08716595459495685,95640.0,569.6699999999997,0.009984943538268507,0.005956398996235882,0
6116,1994,51,3 - BSc/MSc,5763.0,2,0,-25.0,1.0,540.88,70.0,40.23,3.0,9.89,test,664.0,,3.0,5,0.004518072289156626,0.10542168674698796,0.814578313253012,0.060587349397590355,0.014894578313253012,69156.0,664.0,0.009601480710278212,0.009601480710278212,0
6117,1983,61,2 - High School,6318.0,1,1,336.62,0.429225329881937,365.18,49.45,103.13,62.79,53.01,train,633.56,,2.0,16,0.09910663551991919,0.07805101332154808,0.576393711724225,0.16277858450659766,0.08367005492771008,75816.0,271.94,0.008356547430621504,0.0035868418275825683,0
6118,1992,43,2 - High School,5260.0,1,1,-26.89,1.00310059715204,286.83,29.45,248.27,23.45,21.56,test,609.56,,2.0,7,0.038470372071658245,0.048313537633703,0.47055252969354944,0.40729378568147523,0.03536977491961415,63120.0,611.4499999999974,0.009657160963244612,0.00968710392902404,0
6119,1978,24,3 - BSc/MSc,2576.0,4,1,438.09,0.402495355078448,232.82,235.05,277.83,4.78,24.56,train,775.04,,3.0,21,0.006167423616845582,0.3032746696944674,0.30039739884393063,0.35847182080924855,0.03168868703550785,30912.0,311.95000000000033,0.025072463768115942,0.010091550207039349,0
6120,1984,39,3 - BSc/MSc,3936.0,4,1,-39.0,1.02007945728095,470.09,118.9,98.24,-2.0,12.0,train,697.23,,3.0,15,-0.0028684938972792333,0.17053196219325042,0.6742251480859974,0.14090042023435595,0.0172109633836754,47232.0,711.2299999999967,0.014761814024390245,0.015058223238482315,0
6121,1989,64,1 - Basic,7443.0,4,0,49.5699999999999,0.919476929389787,74.57,436.2,156.92,250.38,8.0,train,926.0699999999998,amt_plob_life,1.0,10,0.270368330687745,0.47102270886650044,0.08052307061021306,0.169447234010388,0.008638655825153607,89316.0,851.4999999999999,0.010368467015988175,0.009533566214340095,0
6122,1993,54,3 - BSc/MSc,6231.0,4,1,-71.2300000000001,1.06866793416909,454.42,107.8,64.79,19.56,26.67,train,673.2399999999999,,3.0,6,0.02905353217277643,0.1601212049194938,0.6749747489751056,0.09623611193630803,0.03961440199631633,74772.0,719.469999999998,0.009003905205157009,0.009622184775049458,0
6123,1976,25,3 - BSc/MSc,3411.0,4,0,-45.4500000000002,1.02324286233861,139.47,357.3,313.28,45.12,24.67,train,879.8399999999999,,3.0,23,0.05128205128205129,0.4060965630114567,0.1585174577195854,0.3560647390434625,0.028039188943444267,40932.0,900.2900000000026,0.021495162708883023,0.021994771816671616,0
6124,1994,21,2 - High School,700.0,1,1,-93.79,1.07847364818617,98.02,359.5,278.72,71.57,68.79,test,876.6,,2.0,5,0.08164499201460186,0.41010723248916264,0.11181838923112022,0.3179557380789414,0.07847364818617386,8400.0,945.3899999999967,0.10435714285714286,0.11254642857142817,0
6125,1988,38,3 - BSc/MSc,3288.0,4,1,494.53,0.376007398599551,298.5,300.6,165.92,-4.0,71.57,test,832.5899999999999,,3.0,11,-0.004804285422596957,0.3610420495081613,0.35851979966129793,0.19928175932932177,0.08596067692381604,39456.0,313.0600000000002,0.021101733576642332,0.007934407948094083,0
6126,1995,48,2 - High School,6158.0,4,1,526.66,0.131408237813327,498.87,53.9,76.46,-1.11,7.0,test,635.12,,2.0,4,-0.0017477012218163497,0.08486585212243355,0.7854736112860562,0.12038669857664692,0.011021539236679683,73896.0,83.46000000000025,0.008594781855580816,0.001129425138031832,0
6127,1989,31,3 - BSc/MSc,3321.0,2,1,-73.3400000000001,1.04618589008637,157.92,579.55,227.71,64.9,16.56,train,1046.64,,3.0,10,0.06200794924711458,0.5537242987082472,0.15088282504012837,0.21756286784376672,0.015822059160742946,39852.0,1094.9799999999984,0.02626317374284854,0.027476161798654985,-1
6128,1997,33,3 - BSc/MSc,2648.0,1,1,375.98,0.304675036415343,386.63,18.35,164.92,8.78,-2.0,train,576.68,,3.0,2,0.015225081501005757,0.031820073524311585,0.6704411458694597,0.28598182700978014,-0.0034681279045571203,31776.0,175.7,0.018148288016112787,0.0055293303121852965,0
6129,1980,71,2 - High School,6714.0,4,0,200.71,0.73565304975171,111.91,352.3,275.83,20.56,93.24,train,853.8399999999999,,2.0,19,0.024079452824885224,0.41260657734470163,0.13106671039070553,0.32304647240700834,0.10920078703269934,80568.0,628.13,0.010597755932876575,0.007796271472544931,0
6130,1995,20,1 - Basic,1929.0,4,0,169.37,0.876925707121555,35.23,1238.0,75.57,194.37,36.12,train,1579.2899999999995,amt_plob_household%amt_plob_life,1.0,4,0.12307429287844542,0.7838965611129054,0.022307492607437526,0.04785061641623769,0.022871036984974266,23148.0,1384.9200000000003,0.0682257646448937,0.0598289269051322,-1
6131,1991,19,1 - Basic,1601.0,4,1,65.5700000000001,0.914229705670669,62.01,546.2,223.82,66.68,157.25,train,1055.96,,1.0,8,0.06314633130042806,0.5172544414561158,0.05872381529603394,0.21195878631766354,0.1489166256297587,19212.0,965.3899999999996,0.05496356443889236,0.05024932333957941,-1
6132,1985,24,2 - High School,696.0,1,1,547.21,0.379644185214497,25.34,437.85,281.61,109.02,68.57,test,922.39,,2.0,14,0.11819295525753748,0.474690749032405,0.027472110495560448,0.30530469757911516,0.07433948763538199,8352.0,350.1799999999999,0.11043941570881226,0.04192768199233715,0
6133,1989,70,3 - BSc/MSc,6755.0,4,0,37.0099999999999,0.926172419130166,153.14,305.05,290.61,53.01,38.12,train,839.93,,3.0,10,0.06311240222399486,0.36318502732370556,0.18232471753598514,0.3459931184741586,0.04538473444215589,81060.0,777.9200000000003,0.010361830742659757,0.009596841845546513,0
6134,1982,29,2 - High School,2272.0,4,1,378.75,0.499100552074933,189.37,288.95,212.93,55.9,58.9,train,806.0500000000001,,2.0,17,0.06935053656721046,0.35847652130761115,0.23493579802741765,0.26416475404751566,0.07307239005024502,27264.0,402.2999999999998,0.029564627347417844,0.014755721830985908,0
6135,1981,28,2 - High School,3233.0,4,1,27.8000000000001,0.914319096455926,270.83,52.8,232.6,17.78,42.23,train,616.24,,2.0,18,0.02885239517071271,0.08568090354407373,0.4394878618719979,0.37745034402180966,0.06852849539140594,38796.0,563.4399999999998,0.01588411176409939,0.0145231467161563,0
6136,1995,26,3 - BSc/MSc,3151.0,4,1,120.82,0.805728750333067,209.93,224.5,237.49,20.67,58.01,train,750.6,,3.0,4,0.02753796962430056,0.29909405808686385,0.2796829203304023,0.3164002131628031,0.07728483879563015,37812.0,604.7800000000001,0.019850841002856237,0.015994393314291762,0
6137,1986,65,3 - BSc/MSc,6585.0,2,0,-21.11,0.99394835096453,299.5,72.25,220.04,27.45,23.56,train,642.8,,3.0,13,0.042703795892968265,0.11239887990043561,0.4659303049159926,0.34231487243310516,0.036652146857498444,79020.0,638.9099999999999,0.008134649455833965,0.008085421412300682,0
6138,1980,36,2 - High School,4294.0,4,1,-14.33,0.982641374373658,405.41,48.35,146.25,12.67,2.0,test,614.6800000000001,,2.0,19,0.020612351142057655,0.07865881434242207,0.6595464306631093,0.23792867833669548,0.003253725515715494,51528.0,604.0100000000001,0.011929048284427885,0.011721976401179944,0
6139,1995,67,1 - Basic,7281.0,4,0,-46.78,1.01915567282322,100.13,701.25,143.25,157.14,35.23,train,1137.0,,1.0,4,0.13820580474934036,0.616754617414248,0.0880650835532102,0.12598944591029024,0.03098504837291117,87372.0,1158.780000000001,0.013013322345831616,0.013262601291031465,-1
6140,1983,43,1 - Basic,4662.0,3,1,-14.0,0.980739599383667,399.52,3.9,145.14,16.78,5.78,test,571.1199999999999,,1.0,16,0.029380865667460437,0.006828687491245274,0.6995377503852082,0.2541322314049587,0.010120465051127611,55944.0,560.1199999999998,0.010208780208780207,0.010012155012155008,0
6141,1997,71,3 - BSc/MSc,6943.0,1,0,180.05,0.716578205340852,234.71,170.6,230.82,26.45,60.9,train,723.4799999999999,,3.0,2,0.03655940730911705,0.23580472162326535,0.32441809034112906,0.3190413003814895,0.08417648034499918,83316.0,518.4299999999996,0.008683566181765806,0.0062224542704882565,0
6142,1982,46,3 - BSc/MSc,5721.0,4,1,-49.0,1.04239458762431,527.21,-10.0,55.9,0.534,-7.0,train,582.2239999999999,,3.0,17,0.0009171727719915361,-0.017175520074747864,0.9055105938607823,0.09601115721784056,-0.012022864052323506,68652.0,606.9071463849762,0.008480801724640214,0.008840341816479871,0
6143,1979,37,3 - BSc/MSc,2066.0,4,1,-106.21,1.15160453264137,459.31,-35.55,113.02,7.89,-9.0,train,535.67,,3.0,20,0.014729217615322867,-0.06636548621352699,0.8574495491627309,0.2109881083502903,-0.01680138891481696,24792.0,616.8800000000026,0.02160656663439819,0.024882220070990748,0
6144,1991,49,3 - BSc/MSc,5131.0,4,1,507.55,0.143810289389068,541.99,50.0,37.23,-1.11,-6.11,test,622.0,,3.0,8,-0.001784565916398714,0.08038585209003216,0.8713665594855305,0.059855305466237935,-0.00982315112540193,61572.0,89.4500000000003,0.010101994413044891,0.001452770739946734,0
6145,1989,80,3 - BSc/MSc,9307.0,3,0,-94.7900000000001,1.08295790887587,103.91,323.95,332.73,69.79,10.89,test,841.27,,3.0,10,0.08295790887586627,0.3850725688542323,0.1235156370725213,0.3955091706586471,0.012944714538733106,111684.0,911.0600000000032,0.007532591955875505,0.008157480032950139,0
6146,1988,75,3 - BSc/MSc,7443.0,3,0,441.54,0.350150434588812,232.6,166.15,199.37,67.79,52.01,train,717.92,,3.0,11,0.0944255627367952,0.2314324715845777,0.32399153108981504,0.2777050367728995,0.07244539781591264,89316.0,251.3799999999999,0.008037977518025884,0.0028145013211518643,0
6147,1981,73,2 - High School,7526.0,3,0,-162.69,1.16009720478117,117.8,320.05,241.38,21.56,159.25,train,860.04,,2.0,18,0.025068601460397192,0.37213385423933776,0.13697037347100136,0.2806613645876936,0.18516580624157017,90312.0,997.7299999999974,0.009522986978474621,0.011047590574895887,0
6148,1982,73,2 - High School,5946.0,1,0,176.69,0.723211835099083,240.6,153.35,263.05,11.67,60.01,train,728.6800000000001,,2.0,17,0.016015260470988637,0.21044903112477353,0.3301860899160125,0.3609952242410935,0.08235439424713178,71352.0,526.9899999999999,0.010212467765444558,0.007385777553537391,0
6149,1983,48,2 - High School,4828.0,1,1,9.00999999999988,0.94232367256262,397.41,44.45,152.03,-1.11,-3.11,train,589.67,,2.0,16,-0.0018824088049247888,0.07538114538640257,0.673953228076721,0.25782217172316724,-0.005274136381365849,57936.0,555.6600000000001,0.010177954984810824,0.009590927920463961,0
6150,1983,30,1 - Basic,4261.0,1,1,-110.57,1.13305448438861,132.47,78.9,303.28,137.47,-9.0,test,643.12,,1.0,16,0.21375482025127504,0.1226831695484513,0.2059802214205747,0.47157606667495955,-0.013994277895260605,51132.0,728.6900000000028,0.01257764218102167,0.014251153876241937,0
6151,1982,34,1 - Basic,4412.0,4,1,572.1,0.303843956582062,243.49,344.5,200.15,39.34,30.23,train,857.71,,1.0,17,0.04586631845262385,0.4016509076494386,0.2838838301990183,0.23335393081577688,0.03524501288314232,52944.0,260.6100000000004,0.016200324871562408,0.004922370806890307,0
6152,1984,26,3 - BSc/MSc,2409.0,1,1,-33.6700000000001,1.01164070891515,330.84,197.25,186.37,21.67,8.67,train,744.8,,3.0,15,0.029095059076262086,0.26483619763694954,0.4441997851772288,0.2502282491944146,0.011640708915145006,28908.0,753.4700000000037,0.025764494257644942,0.02606441123564424,0
6153,1987,58,3 - BSc/MSc,6724.0,1,1,-28.9999999999999,1.00522247754335,439.97,206.15,94.35,4.0,21.45,train,765.9200000000001,,3.0,12,0.005222477543346563,0.2691534363902235,0.5744333611865469,0.12318518905368706,0.028005535826195943,80688.0,769.9200000000027,0.009492365655363872,0.009541939321832275,0
6154,1985,40,3 - BSc/MSc,4810.0,2,1,-28.33,1.00563871579518,499.76,4.45,74.68,3.89,7.78,train,590.56,,3.0,14,0.006586968301273369,0.007535220807369278,0.8462476293687349,0.12645624492007587,0.013173936602546737,57720.0,593.8900000000015,0.01023146223146223,0.010289154539154565,0
6155,1995,76,1 - Basic,6827.0,2,0,-59.45,1.03658627244825,140.36,408.4,299.5,29.45,63.9,train,941.61,,1.0,4,0.03127621839190323,0.433725215322692,0.14906383746986546,0.3180722379753826,0.06786249084015675,81924.0,976.0599999999966,0.01149370147941995,0.011914213173184862,0
6156,1994,51,1 - Basic,5717.0,3,1,-51.5600000000001,1.04367559034401,368.29,18.9,182.59,26.56,11.78,train,608.12,,1.0,5,0.04367559034401105,0.031079392225218706,0.6056206011971321,0.3002532394922055,0.01937117674143261,68604.0,634.6799999999994,0.008864206168736517,0.0092513556060871,0
6157,1974,74,4 - PhD,8434.0,1,0,277.18,0.426603415559772,361.07,-45.0,205.26,9.78,-4.11,test,527.0,,4.0,25,0.018557874762808346,-0.08538899430740038,0.6851423149905124,0.3894876660341556,-0.007798861480075902,101208.0,224.81999999999985,0.005207098253102522,0.002221365899928858,0
6158,1994,76,1 - Basic,7483.0,1,0,-69.3400000000001,1.04763388301015,219.04,411.2,177.7,78.57,44.34,test,930.85,,1.0,5,0.08440672503625718,0.4417467905677606,0.23531181178492774,0.19090078960090237,0.04763388301015201,89796.0,975.1899999999981,0.01036627466702303,0.010860060581763087,0
6159,1986,75,2 - High School,7178.0,3,0,436.19,0.396632476843372,330.95,201.7,122.69,90.24,18.78,train,764.3599999999999,,2.0,13,0.11805955309016694,0.2638808938196661,0.4329766078811032,0.1605133706630384,0.024569574546025437,86136.0,303.1699999999998,0.008873873873873873,0.0035196665737902825,0
6160,1990,56,3 - BSc/MSc,6528.0,4,1,332.65,0.362614057599088,413.3,-16.1,120.69,23.45,19.78,test,561.12,,3.0,9,0.041791417165668664,-0.028692614770459084,0.7365625891074993,0.21508768177929855,0.03525092671799259,78336.0,203.47000000000025,0.007162990196078431,0.002597400939542487,0
6161,1991,57,3 - BSc/MSc,5546.0,3,0,318.62,0.605506061719324,213.82,335.05,100.13,92.24,129.8,train,871.04,,3.0,8,0.10589639970609846,0.3846551249081558,0.24547667156502573,0.1149545371050698,0.14901726671565027,66552.0,527.42,0.013088111551869215,0.007924930881115518,0
6162,1994,45,3 - BSc/MSc,5479.0,4,1,428.1,0.168791620039992,538.1,-25.0,45.01,-4.0,-9.0,train,545.11,,3.0,5,-0.007337968483425363,-0.04586230302140852,0.9871402102327971,0.0825704903597439,-0.016510429087707067,65748.0,92.01000000000005,0.008290898582466387,0.0013994342033217747,0
